Comment ID,Message,Updated At,Nickname,Platform,Stock Name
104963852,"미국증시는 막판에 말아올려서 오늘도 상승가능성이 있지만 오늘은 공매도 재개가 있어서 추매는 조금 신중해야할듯
결국엔 잘됬으면 좋겠네요",2025-04-02T06:37:20+09:00,성투파이팅,toss,skhynix
104954914,"공매도 해라 코쟁이야

싼 가격에 다 산다",2025-04-02T03:55:54+09:00,2배만먹자,toss,skhynix
104920612,공매도금지 ㅋㅋㅋ,2025-04-02T00:50:46+09:00,리게티매일구입,toss,skhynix
104875374,100개 더 묻고 떠블로 간다~,2025-04-01T22:51:57+09:00,7층주민,toss,skhynix
104824834,마치 폭풍전야 같네,2025-04-01T19:18:19+09:00,삥땅치고배째라,toss,skhynix
104800014,마감이 몇시인가요?,2025-04-01T17:04:49+09:00,뚱둥이,toss,skhynix
104797936,익절성공 ㅎㅎ,2025-04-01T16:46:59+09:00,존1나버티면승리,toss,skhynix
104797346,내일 풀매수🤪,2025-04-01T16:38:06+09:00,약간아픈사람,toss,skhynix
104792800,확실히 공매만 아니면 순항할 종목인데 말이죠… ㅠ,2025-04-01T15:40:46+09:00,GoYoGoYo,toss,skhynix
104790482,외국인들 잠잠하던데 동시호가때 변동주려나?,2025-04-01T15:15:01+09:00,성투파이팅,toss,skhynix
104790208,18로 오거라,2025-04-01T15:11:50+09:00,수수수수슈퍼노바,toss,skhynix
104787108,닉스 발기함?,2025-04-01T14:38:46+09:00,루루루루루룽루,toss,skhynix
104786810,꼭 팔고나면 올라요ㅋㅋ,2025-04-01T14:36:03+09:00,인내심있는사람,toss,skhynix
104786734,"관세발표 후
""선반영""
""불확실성해소""",2025-04-01T14:35:11+09:00,똥뭐야,toss,skhynix
104786696,공매도가 없어서 그런가 폭주하네,2025-04-01T14:34:57+09:00,성투파이팅,toss,skhynix
104785358,트럼프랑 주위장관보면 각 보면서 블러핑 하는게 아니라 진심으로 관세로 해결되는줄 알고 있음 레알임 지지율 한 40이하로 가야 관세 철회할듯,2025-04-01T14:20:41+09:00,감자감좌,toss,skhynix
104785182,"내일 아니면 이번죽 안에쭉 빠지고

다시 평화를 찾을듯",2025-04-01T14:19:00+09:00,꿀벅지,toss,skhynix
104784530,내일 관세 발표인데 어떨꺼같나요,2025-04-01T14:11:40+09:00,슈퍼맨0831,toss,skhynix
104784488,"그만 올라가라
내일 사야해",2025-04-01T14:11:24+09:00,마오사아,toss,skhynix
104782044,내일 떨어질 것 같아 무서워요🫣,2025-04-01T13:46:04+09:00,약간아픈사람,toss,skhynix
104781634,저녁밥 꺼억,2025-04-01T13:40:41+09:00,비투더엠,toss,skhynix
104781182,"하락장일 땐 뭐다?
https://gookjang.com",2025-04-01T13:35:20+09:00,비엠뽑아뿐다,toss,skhynix
104780066,"195,600 10주 매수",2025-04-01T13:24:44+09:00,강철같은멘탈,toss,skhynix
104779148,상법 거부권 행사했네요,2025-04-01T13:15:12+09:00,Gooddeed,toss,skhynix
104778648,내일 부터 공매도 하면 다시 가격 떨어지는거 아니에요?,2025-04-01T13:10:09+09:00,cloudwi,toss,skhynix
104777524,내일 트럼프 보고 사도 안늦어요,2025-04-01T12:59:25+09:00,마오사아,toss,skhynix
104769732,주린입니다 공매도 과열이 뭔지 알려주실수있나요 ㅠㅠ??,2025-04-01T11:42:10+09:00,쿠르쿠르크,toss,skhynix
104769576,공매도 과열 ㅋㅋ,2025-04-01T11:40:36+09:00,조치원개미,toss,skhynix
